customer_id,name,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency
2982,Nisha Roy,36,Female,Pants,Clothing,36,Delaware,L,Pink,Winter,4.9,No,Standard,No,37,Venmo,Annually,Adult,365
2983,Rohan Gupta,24,Female,Dress,Clothing,45,Wisconsin,M,Orange,Summer,3.6,No,Store Pickup,No,4,Credit Card,Weekly,Young Adult,7
2984,Rohan Joshi,68,Female,Pants,Clothing,44,West Virginia,M,Charcoal,Winter,2.8,No,2-Day Shipping,No,1,Credit Card,Quarterly,Senior,90
2985,Riya Gupta,45,Female,Gloves,Accessories,32,Texas,L,Red,Spring,4.3,No,2-Day Shipping,No,36,Debit Card,Bi-Weekly,MiddleAge,14
2986,Rohan Das,68,Female,Belt,Accessories,36,Hawaii,S,Teal,Summer,3.0,No,Express,No,21,Cash,Bi-Weekly,Senior,14
2987,Pooja Singh,60,Female,Belt,Accessories,85,Arizona,S,Silver,Summer,3.3,No,2-Day Shipping,No,16,Credit Card,Monthly,Senior,30
2988,Kiran Singh,22,Female,Skirt,Clothing,36,Louisiana,L,Black,Winter,2.5,No,Store Pickup,No,42,Cash,Monthly,Young Adult,30
2989,Aditya Singh,22,Female,Socks,Clothing,55,Nevada,S,Pink,Spring,5.0,No,2-Day Shipping,No,31,Debit Card,Monthly,Young Adult,30
2990,Meera Patel,47,Female,Belt,Accessories,20,Rhode Island,XL,Teal,Summer,4.3,No,2-Day Shipping,No,6,Credit Card,Weekly,MiddleAge,7
2991,Riya Roy,49,Female,Shirt,Clothing,91,Illinois,M,Teal,Fall,4.2,No,Free Shipping,No,24,Venmo,Monthly,MiddleAge,30
2992,Diya Singh,25,Female,Dress,Clothing,71,Utah,L,Green,Summer,3.9,No,Standard,No,7,PayPal,Bi-Weekly,Young Adult,14
2993,Meera Singh,27,Female,Socks,Clothing,64,North Dakota,M,Charcoal,Spring,3.9,No,Store Pickup,No,25,Venmo,Weekly,Young Adult,7
2994,Aarav Nair,55,Female,Jacket,Outerwear,21,Kansas,L,Indigo,Spring,4.2,No,Free Shipping,No,18,Cash,Bi-Weekly,MiddleAge,14
2995,Kiran Reddy,64,Female,Sweater,Clothing,100,Nevada,S,White,Winter,3.5,No,Store Pickup,No,14,Bank Transfer,Quarterly,Senior,90
2996,Arjun Khan,49,Female,Jeans,Clothing,96,Virginia,M,Orange,Summer,2.5,No,Standard,No,42,Debit Card,Bi-Weekly,MiddleAge,14
2997,Isha Singh,65,Female,Jewelry,Accessories,91,Utah,M,White,Spring,2.9,No,Express,No,6,Venmo,Every 3 Months,Senior,90
2998,Neha Patel,45,Female,Sweater,Clothing,40,Idaho,S,Yellow,Spring,2.7,No,Next Day Air,No,14,Venmo,Every 3 Months,MiddleAge,90
2999,Rohan Singh,34,Female,Hoodie,Clothing,53,Alaska,M,Red,Summer,4.7,No,Express,No,30,Debit Card,Quarterly,Adult,90
3000,Aarav Joshi,48,Female,Sunglasses,Accessories,48,New Hampshire,S,Charcoal,Winter,3.8,No,Standard,No,10,Cash,Monthly,MiddleAge,30
3001,Tara Das,25,Female,Sandals,Footwear,70,Ohio,M,Lavender,Winter,3.7,No,Express,No,7,PayPal,Weekly,Young Adult,7
3002,Tara Joshi,57,Female,Coat,Outerwear,29,Montana,L,Charcoal,Summer,4.7,No,Express,No,28,Credit Card,Quarterly,MiddleAge,90
3003,Tara Gupta,42,Female,Belt,Accessories,29,Louisiana,M,Maroon,Fall,3.6,No,Next Day Air,No,19,Bank Transfer,Quarterly,Adult,90
3004,Tara Gupta,26,Female,Blouse,Clothing,53,Oregon,M,Brown,Fall,2.8,No,Express,No,13,Credit Card,Every 3 Months,Young Adult,90
3005,Kabir Sharma,19,Female,Skirt,Clothing,79,Arizona,M,Lavender,Winter,3.7,No,Store Pickup,No,23,Venmo,Fortnightly,Young Adult,14
3006,Rahul Patel,32,Female,Shorts,Clothing,65,Alaska,XL,Brown,Spring,3.5,No,Express,No,5,Venmo,Weekly,Adult,7
3007,Dev Singh,67,Female,Dress,Clothing,99,Utah,M,Olive,Summer,3.7,No,Store Pickup,No,17,Venmo,Bi-Weekly,Senior,14
3008,Pooja Joshi,20,Female,Sunglasses,Accessories,60,New York,L,Lavender,Winter,3.0,No,Next Day Air,No,31,Venmo,Weekly,Young Adult,7
3009,Dev Nair,66,Female,Shoes,Footwear,86,New Mexico,M,Gold,Winter,4.9,No,Free Shipping,No,19,PayPal,Weekly,Senior,7
3010,Priya Reddy,53,Female,Belt,Accessories,73,Louisiana,M,Silver,Winter,4.6,No,Free Shipping,No,8,Venmo,Fortnightly,MiddleAge,14
3011,Dev Khan,21,Female,Belt,Accessories,45,Ohio,M,Violet,Winter,3.3,No,Free Shipping,No,15,Credit Card,Annually,Young Adult,365
3012,Rohan Singh,31,Female,Belt,Accessories,70,Nevada,S,Brown,Summer,3.0,No,Next Day Air,No,18,Credit Card,Every 3 Months,Young Adult,90
3013,Neha Gupta,58,Female,Belt,Accessories,65,Idaho,M,Teal,Fall,3.5,No,Standard,No,16,PayPal,Annually,Senior,365
3014,Vihaan Reddy,58,Female,Skirt,Clothing,55,Arizona,L,Peach,Summer,4.2,No,Store Pickup,No,13,Cash,Monthly,Senior,30
3015,Aarav Das,42,Female,T-shirt,Clothing,65,Utah,M,Maroon,Spring,4.5,No,Express,No,38,PayPal,Every 3 Months,Adult,90
3016,Kiran Gupta,67,Female,Scarf,Accessories,21,Wyoming,XL,Lavender,Spring,2.8,No,Express,No,27,Bank Transfer,Bi-Weekly,Senior,14
3017,Neha Gupta,27,Female,Blouse,Clothing,26,Indiana,L,Lavender,Summer,4.9,No,Store Pickup,No,31,Bank Transfer,Quarterly,Young Adult,90
3018,Anaya Singh,38,Female,Sunglasses,Accessories,71,Wisconsin,S,Purple,Summer,3.3,No,Next Day Air,No,24,Cash,Bi-Weekly,Adult,14
3019,Nisha Joshi,53,Female,Boots,Footwear,41,Texas,M,Green,Summer,3.0,No,Free Shipping,No,21,Debit Card,Bi-Weekly,MiddleAge,14
3020,Dev Nair,29,Female,Jacket,Outerwear,44,Utah,M,Yellow,Winter,3.9,No,2-Day Shipping,No,15,PayPal,Annually,Young Adult,365
3021,Nisha Gupta,44,Female,Jeans,Clothing,81,Arkansas,S,Charcoal,Fall,2.8,No,Store Pickup,No,48,Venmo,Every 3 Months,Adult,90
3022,Kiran Reddy,57,Female,Sunglasses,Accessories,77,Pennsylvania,S,Blue,Summer,4.5,No,2-Day Shipping,No,47,Cash,Quarterly,MiddleAge,90
3023,Vihaan Joshi,19,Female,Sandals,Footwear,26,Georgia,M,Lavender,Fall,4.0,No,Free Shipping,No,23,PayPal,Weekly,Young Adult,7
3024,Sneha Nair,30,Female,Backpack,Accessories,31,Indiana,M,Brown,Summer,2.9,No,Express,No,4,PayPal,Quarterly,Young Adult,90
3025,Sneha Joshi,70,Female,Blouse,Clothing,82,Idaho,S,White,Spring,4.0,No,Free Shipping,No,47,Credit Card,Every 3 Months,Senior,90
3026,Aditya Joshi,49,Female,Shoes,Footwear,60,Montana,XL,Green,Summer,3.4,No,Store Pickup,No,7,PayPal,Monthly,MiddleAge,30
3027,Riya Roy,48,Female,Shirt,Clothing,70,Tennessee,L,Magenta,Fall,2.5,No,Free Shipping,No,6,Credit Card,Annually,MiddleAge,365
3028,Vihaan Roy,33,Female,Hoodie,Clothing,26,West Virginia,XL,Peach,Winter,2.8,No,2-Day Shipping,No,47,Credit Card,Quarterly,Adult,90
3029,Diya Khan,49,Female,Dress,Clothing,100,California,L,Charcoal,Summer,3.0,No,Free Shipping,No,7,PayPal,Every 3 Months,MiddleAge,90
3030,Nisha Sharma,49,Female,Dress,Clothing,82,Georgia,M,Gold,Summer,3.1,No,Free Shipping,No,1,Debit Card,Quarterly,MiddleAge,90
3031,Kabir Roy,51,Female,Sneakers,Footwear,24,Maryland,XL,Purple,Spring,2.6,No,2-Day Shipping,No,23,Credit Card,Weekly,MiddleAge,7
3032,Riya Reddy,28,Female,Blouse,Clothing,74,Idaho,L,Teal,Summer,4.9,No,2-Day Shipping,No,30,Credit Card,Monthly,Young Adult,30
3033,Vihaan Roy,27,Female,Backpack,Accessories,58,California,XL,Green,Summer,3.5,No,Next Day Air,No,24,Credit Card,Quarterly,Young Adult,90
3034,Sneha Roy,32,Female,Sweater,Clothing,56,Alabama,L,Orange,Spring,2.6,No,Store Pickup,No,9,PayPal,Weekly,Adult,7
3035,Vihaan Gupta,34,Female,Boots,Footwear,37,Utah,L,Peach,Spring,3.5,No,2-Day Shipping,No,25,Credit Card,Quarterly,Adult,90
3036,Arjun Khan,57,Female,Handbag,Accessories,64,Kentucky,M,Gold,Spring,4.5,No,Free Shipping,No,18,Cash,Bi-Weekly,MiddleAge,14
3037,Sneha Das,35,Female,Hoodie,Clothing,58,Vermont,S,Violet,Spring,4.3,No,Next Day Air,No,7,Venmo,Fortnightly,Adult,14
3038,Arjun Khan,26,Female,Belt,Accessories,44,Iowa,L,Charcoal,Summer,4.8,No,Next Day Air,No,2,Cash,Annually,Young Adult,365
3039,Priya Reddy,42,Female,Jewelry,Accessories,39,Georgia,M,Brown,Summer,4.2,No,Free Shipping,No,36,Debit Card,Annually,Adult,365
3040,Arjun Joshi,57,Female,Blouse,Clothing,48,Alabama,L,Blue,Spring,3.2,No,Next Day Air,No,31,PayPal,Bi-Weekly,MiddleAge,14
3041,Vihaan Roy,31,Female,Handbag,Accessories,32,Nebraska,M,Gold,Fall,4.1,No,Express,No,10,Cash,Fortnightly,Young Adult,14
3042,Rohan Khan,42,Female,Handbag,Accessories,79,Rhode Island,M,Orange,Winter,4.0,No,Express,No,27,PayPal,Monthly,Adult,30
3043,Nisha Patel,67,Female,Coat,Outerwear,27,South Dakota,L,Turquoise,Winter,2.9,No,Next Day Air,No,14,PayPal,Every 3 Months,Senior,90
3044,Pooja Patel,39,Female,Belt,Accessories,98,Illinois,S,Peach,Fall,2.6,No,Store Pickup,No,17,Credit Card,Monthly,Adult,30
3045,Priya Joshi,69,Female,Boots,Footwear,67,North Carolina,M,Magenta,Winter,2.7,No,Free Shipping,No,10,Bank Transfer,Quarterly,Senior,90
3046,Riya Singh,47,Female,Socks,Clothing,37,Florida,L,Black,Winter,4.6,No,2-Day Shipping,No,4,PayPal,Bi-Weekly,MiddleAge,14
3047,Sneha Reddy,37,Female,Shoes,Footwear,49,Pennsylvania,M,White,Spring,3.2,No,Store Pickup,No,25,Cash,Every 3 Months,Adult,90
3048,Meera Khan,38,Female,Sneakers,Footwear,74,Vermont,M,Violet,Fall,4.1,No,2-Day Shipping,No,3,PayPal,Bi-Weekly,Adult,14
3049,Aarav Singh,61,Female,Jewelry,Accessories,93,Colorado,M,Olive,Summer,3.9,No,Standard,No,47,Venmo,Fortnightly,Senior,14
3050,Nisha Joshi,49,Female,Handbag,Accessories,60,Utah,L,Red,Summer,3.0,No,Next Day Air,No,41,Bank Transfer,Bi-Weekly,MiddleAge,14
3051,Neha Khan,68,Female,Coat,Outerwear,76,Kentucky,S,Green,Spring,3.6,No,Standard,No,28,Venmo,Every 3 Months,Senior,90
3052,Anaya Das,63,Female,Sunglasses,Accessories,64,Wyoming,L,Gold,Summer,4.6,No,Express,No,49,Debit Card,Every 3 Months,Senior,90
3053,Meera Singh,66,Female,Shoes,Footwear,38,Maine,XL,Olive,Spring,4.5,No,Store Pickup,No,7,Bank Transfer,Fortnightly,Senior,14
3054,Diya Patel,38,Female,Shoes,Footwear,91,Maine,L,Brown,Winter,3.2,No,Next Day Air,No,22,Bank Transfer,Monthly,Adult,30
3055,Diya Khan,52,Female,Boots,Footwear,70,New Hampshire,S,Magenta,Summer,4.9,No,2-Day Shipping,No,34,Venmo,Monthly,MiddleAge,30
3056,Rahul Patel,49,Female,Sandals,Footwear,22,Kansas,M,Violet,Fall,5.0,No,Standard,No,5,Debit Card,Bi-Weekly,MiddleAge,14
3057,Pooja Reddy,47,Female,Gloves,Accessories,59,New Jersey,M,Beige,Spring,3.8,No,Standard,No,15,Cash,Bi-Weekly,MiddleAge,14
3058,Pooja Joshi,56,Female,Backpack,Accessories,22,North Carolina,M,Blue,Spring,3.4,No,Next Day Air,No,26,Bank Transfer,Weekly,MiddleAge,7
3059,Priya Reddy,66,Female,Handbag,Accessories,74,West Virginia,S,Orange,Winter,3.8,No,Store Pickup,No,3,Bank Transfer,Fortnightly,Senior,14
3060,Riya Reddy,29,Female,Sweater,Clothing,71,Kentucky,L,Maroon,Spring,3.2,No,Express,No,42,Credit Card,Quarterly,Young Adult,90
3061,Vihaan Singh,58,Female,Coat,Outerwear,80,California,S,Charcoal,Summer,4.7,No,Store Pickup,No,1,Venmo,Monthly,Senior,30
3062,Meera Joshi,64,Female,T-shirt,Clothing,59,South Dakota,L,Olive,Fall,4.5,No,Express,No,20,PayPal,Every 3 Months,Senior,90
3063,Rohan Singh,35,Female,Backpack,Accessories,96,California,L,Green,Fall,3.3,No,Standard,No,39,PayPal,Monthly,Adult,30
3064,Rohan Singh,38,Female,Sunglasses,Accessories,43,Connecticut,L,Brown,Winter,3.9,No,Store Pickup,No,24,Credit Card,Fortnightly,Adult,14
3065,Vihaan Reddy,30,Female,Belt,Accessories,76,Idaho,S,Cyan,Winter,3.6,No,Express,No,49,Bank Transfer,Quarterly,Young Adult,90
3066,Arjun Das,38,Female,Jacket,Outerwear,59,North Dakota,M,Beige,Fall,2.8,No,Store Pickup,No,7,Venmo,Bi-Weekly,Adult,14
3067,Nisha Das,25,Female,Skirt,Clothing,48,Michigan,L,Teal,Summer,4.3,No,Free Shipping,No,13,Venmo,Every 3 Months,Young Adult,90
3068,Priya Patel,63,Female,Belt,Accessories,22,Missouri,S,Gray,Spring,3.5,No,Free Shipping,No,2,Cash,Weekly,Senior,7
3069,Rohan Gupta,57,Female,Boots,Footwear,40,California,M,Indigo,Winter,4.2,No,Express,No,4,Debit Card,Weekly,MiddleAge,7
3070,Aarav Joshi,63,Female,Jeans,Clothing,73,Delaware,L,Magenta,Spring,4.6,No,Express,No,17,Debit Card,Quarterly,Senior,90
3071,Isha Sharma,24,Female,Shoes,Footwear,26,Alabama,XL,Red,Fall,2.6,No,Free Shipping,No,43,PayPal,Bi-Weekly,Young Adult,14
3072,Nisha Khan,40,Female,Sweater,Clothing,41,New Hampshire,L,Turquoise,Spring,3.4,No,Next Day Air,No,6,PayPal,Monthly,Adult,30
3073,Dev Roy,61,Female,Jewelry,Accessories,98,New York,L,Peach,Spring,3.1,No,Standard,No,46,PayPal,Quarterly,Senior,90
3074,Aarav Joshi,49,Female,Shirt,Clothing,63,Oregon,L,White,Winter,3.6,No,Free Shipping,No,7,Debit Card,Bi-Weekly,MiddleAge,14
3075,Dev Gupta,28,Female,Boots,Footwear,55,Massachusetts,L,Maroon,Winter,4.2,No,Next Day Air,No,34,Debit Card,Fortnightly,Young Adult,14
3076,Neha Joshi,39,Female,Shorts,Clothing,90,Utah,XL,Beige,Winter,3.6,No,Standard,No,21,PayPal,Every 3 Months,Adult,90
3077,Dev Khan,39,Female,Handbag,Accessories,46,New Hampshire,M,Blue,Summer,3.6,No,Express,No,13,Venmo,Bi-Weekly,Adult,14
3078,Kiran Khan,60,Female,Sweater,Clothing,88,Illinois,S,Red,Spring,3.0,No,Store Pickup,No,33,Debit Card,Bi-Weekly,Senior,14
3079,Anaya Joshi,42,Female,Belt,Accessories,95,Alaska,M,Blue,Spring,2.5,No,2-Day Shipping,No,24,Bank Transfer,Bi-Weekly,Adult,14
3080,Tara Sharma,39,Female,Belt,Accessories,31,Wyoming,M,Maroon,Fall,4.0,No,Store Pickup,No,4,Bank Transfer,Annually,Adult,365
3081,Kabir Roy,45,Female,Hoodie,Clothing,42,Colorado,L,Yellow,Spring,4.1,No,Next Day Air,No,5,Cash,Bi-Weekly,MiddleAge,14
3082,Isha Joshi,46,Female,Sneakers,Footwear,44,Vermont,L,Pink,Winter,4.9,No,Next Day Air,No,11,Credit Card,Weekly,MiddleAge,7
3083,Riya Gupta,30,Female,T-shirt,Clothing,99,Utah,M,Maroon,Spring,4.0,No,Next Day Air,No,20,Bank Transfer,Annually,Young Adult,365
3084,Vihaan Singh,35,Female,Pants,Clothing,20,Illinois,S,Purple,Summer,3.5,No,Store Pickup,No,28,PayPal,Quarterly,Adult,90
3085,Rohan Sharma,19,Female,Scarf,Accessories,37,Idaho,S,Indigo,Spring,3.2,No,Store Pickup,No,43,PayPal,Monthly,Young Adult,30
3086,Rahul Sharma,46,Female,Sweater,Clothing,50,Nevada,L,Gray,Winter,2.8,No,Store Pickup,No,10,Venmo,Every 3 Months,MiddleAge,90
3087,Rohan Sharma,38,Female,Handbag,Accessories,73,Utah,M,Lavender,Summer,3.5,No,Next Day Air,No,26,Venmo,Every 3 Months,Adult,90
3088,Aditya Joshi,32,Female,Shirt,Clothing,84,North Carolina,M,Charcoal,Spring,3.1,No,Free Shipping,No,29,Bank Transfer,Monthly,Adult,30
3089,Arjun Nair,69,Female,Dress,Clothing,64,Arkansas,M,Teal,Spring,3.3,No,Store Pickup,No,35,Bank Transfer,Quarterly,Senior,90
3090,Anaya Sharma,44,Female,Sandals,Footwear,21,North Carolina,L,Blue,Fall,4.6,No,Free Shipping,No,23,Cash,Bi-Weekly,Adult,14
3091,Diya Reddy,67,Female,Shirt,Clothing,36,Texas,M,Peach,Summer,4.9,No,Store Pickup,No,15,Bank Transfer,Quarterly,Senior,90
3092,Priya Singh,48,Female,Dress,Clothing,81,Nevada,L,Orange,Winter,3.4,No,2-Day Shipping,No,46,Credit Card,Annually,MiddleAge,365
3093,Arjun Joshi,32,Female,Sunglasses,Accessories,54,Utah,L,Silver,Fall,3.5,No,Next Day Air,No,14,Bank Transfer,Bi-Weekly,Adult,14
3094,Tara Joshi,68,Female,Socks,Clothing,63,Pennsylvania,L,Red,Summer,4.8,No,Store Pickup,No,17,Cash,Every 3 Months,Senior,90
3095,Riya Singh,40,Female,Sandals,Footwear,59,Georgia,M,Gray,Summer,2.7,No,Store Pickup,No,9,Cash,Weekly,Adult,7
3096,Nisha Joshi,41,Female,Hat,Accessories,53,Minnesota,S,Beige,Fall,3.4,No,Standard,No,13,Venmo,Fortnightly,Adult,14
3097,Rahul Sharma,61,Female,Shirt,Clothing,63,Kansas,L,White,Winter,3.5,No,Next Day Air,No,20,Bank Transfer,Monthly,Senior,30
3098,Anaya Das,30,Female,Shoes,Footwear,33,Delaware,M,Silver,Fall,3.7,No,Free Shipping,No,39,Bank Transfer,Quarterly,Young Adult,90
3099,Meera Nair,39,Female,Pants,Clothing,64,New Mexico,L,Cyan,Summer,3.3,No,Next Day Air,No,50,Bank Transfer,Quarterly,Adult,90
3100,Sneha Patel,60,Female,Shirt,Clothing,98,Michigan,S,Maroon,Fall,2.9,No,Free Shipping,No,21,Bank Transfer,Bi-Weekly,Senior,14
3101,Kiran Roy,54,Female,Hat,Accessories,85,Vermont,L,Purple,Winter,3.9,No,Express,No,3,Bank Transfer,Weekly,MiddleAge,7
3102,Anaya Das,50,Female,Jewelry,Accessories,82,Idaho,S,Brown,Summer,2.7,No,Express,No,9,PayPal,Fortnightly,MiddleAge,14
3103,Dev Singh,20,Female,Jacket,Outerwear,85,South Dakota,M,Green,Summer,4.3,No,Standard,No,29,Cash,Bi-Weekly,Young Adult,14
3104,Diya Das,36,Female,Shirt,Clothing,37,Illinois,S,Peach,Winter,3.0,No,2-Day Shipping,No,42,Bank Transfer,Weekly,Adult,7
3105,Meera Roy,40,Female,Pants,Clothing,56,Georgia,S,Turquoise,Summer,5.0,No,2-Day Shipping,No,41,Debit Card,Fortnightly,Adult,14
3106,Kiran Roy,46,Female,Skirt,Clothing,33,Oregon,M,Olive,Fall,2.7,No,Express,No,17,Debit Card,Monthly,MiddleAge,30
3107,Neha Gupta,47,Female,Sandals,Footwear,57,Alabama,M,Yellow,Winter,4.7,No,Next Day Air,No,20,PayPal,Annually,MiddleAge,365
3108,Tara Sharma,56,Female,Blouse,Clothing,31,Hawaii,L,Gray,Winter,4.6,No,Standard,No,18,Credit Card,Bi-Weekly,MiddleAge,14
3109,Diya Joshi,61,Female,Socks,Clothing,69,Oregon,M,Purple,Fall,3.2,No,2-Day Shipping,No,7,PayPal,Monthly,Senior,30
3110,Pooja Patel,64,Female,Jacket,Outerwear,92,Illinois,M,Gray,Winter,4.3,No,Free Shipping,No,47,Bank Transfer,Fortnightly,Senior,14
3111,Dev Joshi,42,Female,Handbag,Accessories,46,Texas,L,Lavender,Fall,4.6,No,Next Day Air,No,2,Bank Transfer,Bi-Weekly,Adult,14
3112,Arjun Reddy,54,Female,Belt,Accessories,81,Kansas,XL,Indigo,Spring,4.9,No,Free Shipping,No,25,Debit Card,Quarterly,MiddleAge,90
3113,Tara Nair,64,Female,Blouse,Clothing,97,Texas,S,Green,Fall,3.8,No,Express,No,26,Venmo,Annually,Senior,365
3114,Isha Roy,25,Female,Shirt,Clothing,93,Nebraska,L,Green,Summer,2.6,No,Express,No,2,Debit Card,Weekly,Young Adult,7
3115,Aditya Joshi,59,Female,Handbag,Accessories,56,Arkansas,M,Olive,Spring,4.7,No,Store Pickup,No,45,Venmo,Bi-Weekly,Senior,14
3116,Rahul Singh,33,Female,Scarf,Accessories,53,South Dakota,M,Charcoal,Fall,4.1,No,Free Shipping,No,9,Bank Transfer,Bi-Weekly,Adult,14
3117,Tara Joshi,25,Female,Coat,Outerwear,66,Montana,L,Gray,Spring,3.7,No,Store Pickup,No,1,Venmo,Weekly,Young Adult,7
3118,Dev Roy,18,Female,Hoodie,Clothing,50,Florida,M,Olive,Fall,3.0,No,Free Shipping,No,4,PayPal,Bi-Weekly,Young Adult,14
3119,Dev Khan,61,Female,Shorts,Clothing,97,Virginia,L,Blue,Summer,4.7,No,Standard,No,31,Debit Card,Quarterly,Senior,90
3120,Priya Joshi,22,Female,Sandals,Footwear,79,Louisiana,XL,Silver,Winter,4.7,No,2-Day Shipping,No,21,Credit Card,Every 3 Months,Young Adult,90
3121,Kabir Das,20,Female,Shirt,Clothing,76,Louisiana,M,Magenta,Fall,4.0,No,Store Pickup,No,32,Debit Card,Fortnightly,Young Adult,14
3122,Neha Sharma,18,Female,Hoodie,Clothing,38,Louisiana,L,Black,Fall,2.6,No,Standard,No,16,Venmo,Weekly,Young Adult,7
3123,Diya Sharma,21,Female,Socks,Clothing,45,Georgia,M,Pink,Fall,3.0,No,Express,No,34,Credit Card,Fortnightly,Young Adult,14
3124,Nisha Patel,57,Female,Handbag,Accessories,77,Iowa,XL,Red,Fall,3.3,No,Next Day Air,No,40,Venmo,Bi-Weekly,MiddleAge,14
3125,Neha Joshi,52,Female,Jewelry,Accessories,51,California,M,Peach,Summer,3.4,No,Standard,No,4,Cash,Every 3 Months,MiddleAge,90
3126,Kiran Reddy,49,Female,Coat,Outerwear,26,Oregon,L,Lavender,Spring,4.0,No,Standard,No,3,Cash,Quarterly,MiddleAge,90
3127,Vihaan Nair,59,Female,Sunglasses,Accessories,76,Maine,L,Lavender,Winter,2.6,No,Store Pickup,No,28,Bank Transfer,Bi-Weekly,Senior,14
3128,Rahul Roy,51,Female,Gloves,Accessories,94,Louisiana,M,Beige,Winter,3.4,No,Free Shipping,No,43,Credit Card,Every 3 Months,MiddleAge,90
3129,Neha Sharma,60,Female,Jacket,Outerwear,32,Arkansas,S,Indigo,Fall,4.4,No,Standard,No,20,Cash,Annually,Senior,365
3130,Neha Das,42,Female,Sandals,Footwear,20,Maryland,S,Cyan,Summer,4.7,No,Express,No,40,Venmo,Every 3 Months,Adult,90
3131,Isha Patel,27,Female,Pants,Clothing,20,Vermont,M,Yellow,Summer,4.5,No,Store Pickup,No,34,Venmo,Every 3 Months,Young Adult,90
3132,Arjun Das,38,Female,Jacket,Outerwear,59,North Dakota,M,Peach,Fall,2.9,No,Store Pickup,No,11,Bank Transfer,Every 3 Months,Adult,90
3133,Pooja Roy,63,Female,Sweater,Clothing,97,Michigan,M,Yellow,Summer,4.2,No,Express,No,26,Cash,Quarterly,Senior,90
3134,Meera Sharma,56,Female,T-shirt,Clothing,68,Arkansas,M,Orange,Spring,4.1,No,Next Day Air,No,29,Cash,Bi-Weekly,MiddleAge,14
3135,Diya Nair,44,Female,Boots,Footwear,66,Kentucky,L,Gray,Spring,4.4,No,Store Pickup,No,47,Bank Transfer,Weekly,Adult,7
3136,Meera Reddy,44,Female,Shoes,Footwear,85,Indiana,L,Yellow,Spring,4.7,No,Free Shipping,No,48,Venmo,Fortnightly,Adult,14
3137,Aditya Joshi,19,Female,Skirt,Clothing,32,Minnesota,M,Gray,Fall,3.1,No,Next Day Air,No,29,Cash,Bi-Weekly,Young Adult,14
3138,Aarav Singh,58,Female,Coat,Outerwear,44,Louisiana,M,Turquoise,Spring,2.7,No,2-Day Shipping,No,14,Bank Transfer,Monthly,Senior,30
3139,Neha Nair,65,Female,Blouse,Clothing,95,Kentucky,L,Gray,Fall,4.6,No,Next Day Air,No,40,Cash,Every 3 Months,Senior,90
3140,Meera Khan,30,Female,Sunglasses,Accessories,85,Georgia,M,Olive,Winter,4.4,No,Next Day Air,No,4,Venmo,Weekly,Young Adult,7
3141,Dev Sharma,26,Female,Gloves,Accessories,44,Alaska,XL,Peach,Summer,4.6,No,Free Shipping,No,37,Bank Transfer,Weekly,Young Adult,7
3142,Rohan Khan,69,Female,Sunglasses,Accessories,30,Mississippi,S,Peach,Winter,4.9,No,Express,No,47,Credit Card,Bi-Weekly,Senior,14
3143,Rohan Khan,53,Female,Sneakers,Footwear,21,Kansas,L,Magenta,Winter,4.0,No,2-Day Shipping,No,1,Venmo,Quarterly,MiddleAge,90
3144,Riya Nair,39,Female,Hoodie,Clothing,22,Arizona,M,Purple,Summer,2.9,No,Store Pickup,No,26,Cash,Quarterly,Adult,90
3145,Nisha Reddy,59,Female,Boots,Footwear,70,Maine,L,Beige,Spring,2.6,No,Free Shipping,No,12,Debit Card,Quarterly,Senior,90
3146,Vihaan Roy,43,Female,Handbag,Accessories,29,Texas,XL,Purple,Spring,4.6,No,Standard,No,16,PayPal,Fortnightly,Adult,14
3147,Arjun Joshi,29,Female,Shirt,Clothing,83,Virginia,S,Yellow,Winter,4.9,No,Free Shipping,No,19,PayPal,Annually,Young Adult,365
3148,Meera Roy,34,Female,Sweater,Clothing,99,North Dakota,M,Pink,Winter,4.3,No,Express,No,21,Credit Card,Weekly,Adult,7
3149,Riya Sharma,31,Female,Shorts,Clothing,35,West Virginia,L,Purple,Fall,4.3,No,Free Shipping,No,15,Venmo,Weekly,Young Adult,7
3150,Neha Joshi,31,Female,Belt,Accessories,40,North Carolina,M,Lavender,Winter,4.6,No,Free Shipping,No,9,Venmo,Annually,Young Adult,365
3151,Meera Nair,51,Female,Blouse,Clothing,25,Georgia,M,Peach,Spring,2.6,No,Express,No,7,Bank Transfer,Bi-Weekly,MiddleAge,14
3152,Anaya Singh,70,Female,T-shirt,Clothing,64,New Mexico,L,Orange,Fall,3.1,No,2-Day Shipping,No,47,Bank Transfer,Quarterly,Senior,90
3153,Isha Sharma,37,Female,Belt,Accessories,90,North Carolina,M,Red,Fall,3.1,No,Store Pickup,No,17,PayPal,Monthly,Adult,30
3154,Meera Reddy,28,Female,Socks,Clothing,88,Alabama,L,Red,Fall,3.1,No,Next Day Air,No,46,Venmo,Fortnightly,Young Adult,14
3155,Riya Singh,33,Female,Belt,Accessories,55,Connecticut,M,Gold,Winter,4.4,No,Standard,No,32,Cash,Quarterly,Adult,90
3156,Aditya Joshi,68,Female,Handbag,Accessories,90,Montana,M,Brown,Fall,4.3,No,Free Shipping,No,34,Cash,Annually,Senior,365
